Quoi	Pt	quoi
foi	Nc	foi
,	Fw	,
devrai	Vvc	devoir
-je	Nc	-je
,	Fw	,
à	S	à
cette	Dd	ce
vérité	Nc	vérité
?	Fs	?
Moi	Pp	je
,	Fw	,
lâche	Ag	lâche
?	Fs	?
Moi	Pp	je
,	Fw	,
le	Pp	il
craindre	Vvn	craindre
,	Fw	,
au	S+Da	à+le
point	Nc	point
de	S	de
le	Pp	il
prier	Vvn	prier
,	Fw	,
Moi	Vvc	moi
,	Fw	,
qui	Pr	qui
porte	Vvc	porter
un	Dn	un
coeur	Nc	cœur
libre	Ag	libre
,	Fw	,
en	S	en
un	Dn	un
corps	Nc	corps
prisonnier	Ag	prisonnier
!	Fs	!
Moi	Pp	je
,	Fw	,
de	S	de
quelque	Di	quelque
terreur	Nc	terreur
,	Fw	,
avoir	Vun	avoir
l'	Da	le
âme	Nc	âme
saisie	Ge	saisir
,	Fw	,
Après	Vvc	après
que	Cs	que
sous	S	sous
mes	Ds	mon
lois	Nc	loi
j'	Pp	je
ai	Vuc	avoir
vu	Ge	voir
trembler	Vvn	trembler
l'	Da	le
Asie	Nc	asie
,	Fw	,
Et	Vvc	et
qu'	Cs	que
on	Pp	on
a	Vuc	avoir
vu	Ge	voir
mon	Ds	mon
sang	Nc	sang
,	Fw	,
fertile	Ag	fertile
en	S	en
Potentats	Nc	potentat
,	Fw	,
Avec	Vvc	avec
tant	Rg	tant
de	S	de
splendeur	Nc	splendeur
,	Fw	,
régner	Vvn	régner
sur	S	sur
tant	Rg	tant
d'	S	de
États	Nc	états
!	Fs	!
Après	Vvc	après
le	Da	le
vain	Ag	vain
effort	Nc	effort
de	S	de
la	Da	le
rage	Nc	rage
,	Fw	,
et	Cc	et
des	S+Da	de+le|de+les
armes	Nc	arme|armé
,	Fw	,
Tenter	Nc	tenter
pour	S	pour
le	Pp	il
toucher	Vvn	toucher
,	Fw	,
des	S+Da	de+le|de+les
soupirs	Nc	soupir
et	Cc	et
des	S+Da	de+le|de+les
larmes	Nc	larme
,	Fw	,
Que	Vvc	que
mon	Ds	mon
fils	Nc	fil|fils
dépendit	Vvc	dépendre
,	Fw	,
devant	S	devant
donner	Vvn	donner
la	Da	le
loi	Nc	loi
,	Fw	,
Et	Vvc	et
qu'	Cs	que
il	Pp	il
vécut	Vvc	vivre
sujet	Nc	sujet
,	Fw	,
ayant	Ga	avoir
pu	Ge	pouvoir
mourir	Vvn	mourir
Roi	Vvc	roi
!	Fs	!
Ma	Ds	mon
rage	Nc	rage
est	Vuc	être
avortée	Ge	avorter
,	Fw	,
et	Cc	et
mon	Ds	mon
attente	Nc	attente
est	Vuc	être
vaine	Ag	vain
.	Fs	.
Mais	Cc	mais
,	Fw	,
quoique	Cs	quoique
sans	S	sans
effet	Nc	effet
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
témoigné	Ge	témoigner
ma	Ds	mon
haine	Nc	haine
;	Fw	;
Un	Vvc	un
Ministre	Nc	ministre
effrayé	Ge	effrayer
,	Fw	,
ne	Rp	ne
l'	Pp	il
a	Vuc	avoir
point	Rg	point
attaqué	Ge	attaquer
,	Fw	,
Mais	Vvc	mais
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
toujours	Rg	toujours
,	Fw	,
armé	Ge	armer
le	Da	le
bras	Nc	bras
qui	Pr	qui
l'	Pp	il
a	Vuc	avoir
manqué	Ge	manquer
;	Fw	;
Et	Vvc	et
l'	Da	le
honneur	Nc	honneur
de	S	de
mourir	Vvn	mourir
,	Fw	,
au	S+Da	à+le
moins	Nc	moins
son	Ds	son
ennemie	Ag	ennemi
,	Fw	,
De	Vvc	de
la	Da	le
mort	Nc	mort
,	Fw	,
que	Cs	que
j'	Pp	je
attends	Vvc	attendre
,	Fw	,
ôtera	Vvc	ôter
l'	Da	le
infamie	Nc	infamie
;	Fw	;
Si	Vvc	si
pour	S	pour
ce	Pd	ce
qu'	Pr	que
à	S	à
mes	Ds	mon
yeux	Nc	œil
,	Fw	,
il	Pp	il
reste	Vvc	rester
de	S	de
clarté	Nc	clarté
,	Fw	,
J'	Vvc	j'
avais	Vuc	avoir
à	S	à
souhaiter	Vvn	souhaiter
un	Dn	un
peu	Rg	peu
de	S	de
liberté	Nc	liberté
,	Fw	,
Ce	Vvc	ce
serait	Vuc	être
,	Fw	,
pour	S	pour
pouvoir	Vvn	pouvoir
mourir	Vvn	mourir
son	Ds	son
homicide	Nc	homicide
;	Fw	;
Syroës	Vvc	syroës
,	Fw	,
Palmyras	Vvc	palmyras
et	Cc	et
Pharnace	Vvc	pharnace
entrent	Vvc	entrer
,	Fw	,
et	Cc	et
l'	Pp	il
écoutent	Vvc	écouter
.	Fs	.
Et	Cc	et
si	Cs	si
je	Pp	je
l'	Pp	il
attaquais	Vvc	attaquer
,	Fw	,
d'	S	de
un	Dn	un
bras	Nc	bras
mol	Ag	mou
,	Fw	,
et	Cc	et
timide	Ag	timide
,	Fw	,
Comme	Vvc	comme
ce	Dd	ce
lâche	Ag	lâche
coeur	Nc	cœur
,	Fw	,
que	Cs	que
j'	Pp	je
avais	Vuc	avoir
pratiqué	Ge	pratiquer
,	Fw	,
Il	Vvc	il
se	Pp	il
pourrait	Vvc	pouvoir
vanter	Vvn	vanter
,	Fw	,
que	Cs	que
je	Pp	je
l'	Pp	il
aurais	Vuc	avoir
manqué	Ge	manquer
.	Fs	.
Mais	Cc	mais
...	Fw	...
Nous	Vvc	nous
venons	Vvc	venir
pourvoir	Vvn	pourvoir
,	Fw	,
contre	S	contre
la	Da	le
violence	Nc	violence
,	Fw	,
Et	Vvc	et
de	S	de
votre	Ds	votre
furie	Nc	furie
,	Fw	,
et	Cc	et
de	S	de
votre	Ds	votre
insolence	Nc	insolence
.	Fs	.
Hé	Vvc	hé
bien	Rg	bien
,	Fw	,
Madame	Nc	madame
!	Fs	!
Hé	Vvc	hé
bien	Rg	bien
,	Fw	,
traître	Ag	traître
,	Fw	,
te	Pp	tu
voilà	S	voilà
Roi	Nc	roi
?	Fs	?
La	Da	le
pointe	Nc	pointe|pointé
de	S	de
mes	Ds	mon
traits	Nc	trait|traits
,	Fw	,
a	Vuc	avoir
tourné	Ge	tourner
contre	S	contre
moi	Pp	je
;	Fw	;
Et	Vvc	et
par	S	par
où	Pr	où
j'	Pp	je
ai	Vuc	avoir
voulu	Ge	vouloir
,	Fw	,
mettre	Vvn	mettre
un	Dn	un
fils	Nc	fil|fils
à	S	à
ta	Ds	ton
place	Nc	place
,	Fw	,
Je	Vvc	je
te	Pp	tu
mets	Vvc	mettre
en	S	en
la	Da	le
mienne	Ps	mien
,	Fw	,
et	Cc	et
m'	Pp	je
acquiers	Vvc	acquérir
ta	Ds	ton
disgrâce	Nc	disgrâce
,	Fw	,
J'	Vvc	j'
ai	Vuc	avoir
fait	Ge	faire
plus	Rg	plus
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
tenté	Ge	tenter
pour	S	pour
le	Da	le
coup	Nc	coup
de	S	de
ta	Ds	ton
mort	Nc	mort
,	Fw	,
Par	Nc	par
le	Da	le
bras	Nc	bras
d'	S	de
un	Dn	un
des	S+Da	de+le|de+les
miens	Ps	mien
,	Fw	,
un	Dn	un
inutile	Ag	inutile
effort	Nc	effort
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
,	Fw	,
si	Cs	si
tu	Pp	tu
l'	Pp	il
as	Vuc	avoir
ouï	Ge	ouïr
,	Fw	,
souhaité	Ge	souhaiter
ma	Ds	mon
franchise	Nc	franchise
,	Fw	,
Pour	Nc	pour
,	Fw	,
de	S	de
ma	Ds	mon
propre	Ag	propre
main	Nc	main
,	Fw	,
en	S	en
tenter	Vvn	tenter
l'	Da	le
entreprise	Nc	entreprise
;	Fw	;
Ne	Vvc	ne
t'	Pp	tu
en	Pp	en
étonne	Vvc	étonner
pas	Rg	pas
,	Fw	,
le	Da	le
jour	Nc	jour
m'	Pp	je
est	Vuc	être
à	S	à
mépris	Nc	mépris
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
juré	Ge	jurer
de	S	de
périr	Vvn	périr
,	Fw	,
ou	Cc	ou
voir	Vvn	voir
régner	Vvn	régner
mon	Ds	mon
fils	Nc	fil|fils
;	Fw	;
Et	Vvc	et
si	Cs	si
la	Da	le
liberté	Nc	liberté
m'	Pp	je
étais	Vuc	être
encor	Nc	encor
offerte	Ge	offrir
,	Fw	,
J'	Vvc	j'
emploierais	Vvc	employer
pour	S	pour
lui	Pp	il
,	Fw	,
tout	Di	tout
l'	Da	le
usage	Nc	usage
à	S	à
ta	Ds	ton
perte	Nc	perte
;	Fw	;
Est	Vvc	est
-ce	Vvc	-ce
assez	Rg	assez
?	Fs	?
les	Da	le
témoins	Nc	témoin
sont	Vuc	être
ici	Rg	ici
superflus	Ag	superflu
,	Fw	,
Mon	Nc	mon
procès	Nc	procès
est	Vuc	être
bien	Rg	bien
court	Ag	court
,	Fw	,
prononce	Vvc	prononcer
là-dessus	Rg	là-dessus
.	Fs	.
J'	Pp	je
admire	Vvc	admirer
ce	Dd	ce
grand	Ag	grand
coeur	Nc	cœur
,	Fw	,
et	Cc	et
nous	Pp	nous
devons	Vvc	devoir
,	Fw	,
Madame	Nc	madame
,	Fw	,
Un	Vvc	un
renom	Nc	renom
mémorable	Ag	mémorable
,	Fw	,
à	S	à
cette	Dd	ce
force	Nc	force|forcé
d'	S	de
âme	Nc	âme
;	Fw	;
Vous	Nc	vous
avez	Vuc	avoir
dans	S	dans
l'	Da	le
État	Nc	état
,	Fw	,
avec	S	avec
ce	Dd	ce
grand	Ag	grand
courroux	Nc	courroux
,	Fw	,
Fait	Vvc	faire
de	S	de
grands	Ag	grand
changements	Nc	changement
,	Fw	,
mais	Cc	mais
funestes	Ag	funeste
pour	S	pour
vous	Pp	vous
.	Fs	.
Je	Pp	je
considère	Vvc	considérer
peu	Rg	peu
,	Fw	,
ce	Pd	ce
qui	Pr	qui
m'	Pp	je
en	Pp	en
est	Vuc	être
funeste	Ag	funeste
?	Fs	?
Tout	Di	tout
le	Da	le
mal	Nc	mal
qui	Pr	qui
m'	Pp	je
en	Pp	en
vient	Vvc	venir
,	Fw	,
est	Vuc	être
le	Da	le
bien	Nc	bien
qui	Pr	qui
t'	Pp	tu
en	Pp	en
reste	Vvc	rester
;	Fw	;
Je	Vvc	je
plaindrais	Vvc	plaindre
peu	Rg	peu
la	Da	le
vie	Nc	vie
,	Fw	,
et	Cc	et
mourrais	Vvc	mourir
sans	S	sans
effort	Nc	effort
,	Fw	,
Si	Vvc	si
sujet	Nc	sujet
de	S	de
mon	Ds	mon
fils	Nc	fil|fils
,	Fw	,
tu	Pp	tu
survivais	Vvc	survivre
ma	Ds	mon
mort	Nc	mort
;	Fw	;
Ou	Vvc	ou
si	Rg	si
de	S	de
tes	Ds	ton
destins	Nc	destin
,	Fw	,
j'	Pp	je
avais	Vuc	avoir
tranché	Ge	trancher
la	Da	le
trame	Nc	trame
.	Fs	.
C'	Pd	ce
étaient	Vuc	être
de	Dn	un
grands	Ag	grand
desseins	Nc	dessein
,	Fw	,
pour	S	pour
la	Da	le
main	Nc	main
d'	S	de
une	Dn	un
femme	Nc	femme
;	Fw	;
Et	Vvc	et
qui	Pr	qui
méritaient	Vvc	mériter
bien	Rg	bien
,	Fw	,
d'	S	de
en	Pp	en
délibérer	Vvn	délibérer
mieux	Rg	mieux
,	Fw	,
Qu'	Vvc	qu'
avec	S	avec
l'	Da	le
ambition	Nc	ambition
qui	Pr	qui
vous	Pp	vous
cillait	Vvc	ciller
les	Da	le
yeux	Nc	œil
;	Fw	;
Il	Vvc	il
faut	Vvc	faillir|falloir
,	Fw	,
ou	Cc	ou
plus	Rg	plus
de	S	de
force	Nc	force|forcé
,	Fw	,
ou	Cc	ou
plus	Rg	plus
d'	S	de
heur	Nc	heur
qu'	Pr	que
on	Pp	on
n'	Rp	ne
estime	Vvc	estimer
,	Fw	,
Pour	Nc	pour
exclure	Vvn	exclure
d'	S	de
un	Dn	un
trône	Nc	trône
,	Fw	,
un	Dn	un
prince	Nc	prince
légitime	Ag	légitime
;	Fw	;
Les	Vvc	les
funestes	Ag	funeste
complots	Nc	complot
,	Fw	,
qu'	Cs	que
on	Pp	on
fait	Vvc	faire
contre	S	contre
ses	Ds	son
jours	Nc	jour
,	Fw	,
Peuvent	Vvc	pouvoir
avoir	Vun	avoir
effet	Nc	effet
,	Fw	,
mais	Cc	mais
ne	Rp	ne
l'	Pp	il
ont	Vuc	avoir
pas	Rg	pas
toujours	Rg	toujours
,	Fw	,
Vous	Nc	vous
l'	Pp	il
éprouvez	Vvc	éprouver
,	Fw	,
Madame	Nc	madame
,	Fw	,
avec	S	avec
ce	Dd	ce
grand	Ag	grand
courage	Nc	courage
,	Fw	,
Qui	Vvc	qui
pour	S	pour
me	Pp	je
mettre	Vvn	mettre
à	S	à
bas	Rg	bas
,	Fw	,
a	Vuc	avoir
tout	Rg	tout
mis	Ge	mettre
en	S	en
usage	Nc	usage
,	Fw	,
Avec	Vvc	avec
tout	Di	tout
cet	Dd	ce
effort	Nc	effort
,	Fw	,
qu'	Pr	que
avez	Vuc	avoir
vous	Pp	vous
avancé	Ge	avancer
?	Fs	?
Sur	S	sur
qui	Pr	qui
tombe	Vvc	tomber
ce	Dd	ce
foudre	Nc	foudre
?	Fs	?
où	Pt	où
l'	Pp	il
avez	Vuc	avoir
-vous	Nc	-vous
lancé	Ge	lancer
?	Fs	?
Sur	S	sur
la	Da	le
tête	Nc	tête
,	Fw	,
où	Pr	où
vos	Ds	votre
mains	Nc	main
,	Fw	,
portaient	Vvc	porter
mon	Ds	mon
Diadème	Nc	diadème
,	Fw	,
Sur	Nc	sur
celle	Pd	celui
de	S	de
mon	Ds	mon
père	Nc	père
,	Fw	,
et	Cc	et
sur	S	sur
la	Da	le
vôtre	As#Ps	vôtre
même	Ag	même
;	Fw	;
Par	Nc	par
quel	Dt	quel
aveuglement	Nc	aveuglement
,	Fw	,
n'	Rp	ne
avez	Vuc	avoir
-vous	Nc	-vous
pas	Rg	pas
jugé	Ge	juger
,	Fw	,
Qu'	Vvc	qu'
ayant	Ga	avoir
des	Dn	un
Dieux	Nc	dieux
au	S+Da	à+le
Ciel	Nc	ciel
,	Fw	,
j'	Pp	je
en	Pp	en
serais	Vuc	être
protégé	Ge	protéger
?	Fs	?
Doutez	Vvc	douter
-vous	Nc	-vous
,	Fw	,
que	Cs	que
l'	Da	le
objet	Nc	objet
,	Fw	,
de	S	de
leurs	Ds	leur
soins	Nc	soin
plus	Rg	plus
augustes	Ag	auguste
,	Fw	,
Est	Vvc	est
l'	Da	le
intérêt	Nc	intérêt
des	S+Da	de+le|de+les
Rois	Vvc	rois
,	Fw	,
dont	Pr	dont
les	Da	le
causes	Nc	cause
sont	Vuc	être
justes	Ag	juste
?	Fs	?
Ils	Pp	ils
l'	Pp	il
ont	Vuc	avoir
mal	Rg	mal
témoigné	Ge	témoigner
,	Fw	,
quittant	Ga	quitter
notre	Ds	notre
parti	Nc	parti
,	Fw	,
Et	Vvc	et
souffrant	Ga	souffrir
pour	S	pour
le	Da	le
tien	Ps	tien
,	Fw	,
ce	Pd	ce
qu'	Pr	que
ils	Pp	ils
ont	Vuc	avoir
consenti	Ge	consentir
;	Fw	;
Mais	Vvc	mais
qu'	Cs	que
ils	Pp	ils
veillent	Vvc	veiller
,	Fw	,
ou	Cc	ou
non	Rg	non
,	Fw	,
sur	S	sur
les	Da	le
choses	Nc	chose
humaines	Ag	humain
,	Fw	,
Au	Vvc	au
fait	Ge	faire
dont	Pr	dont
il	Pp	il
s'	Pp	se
agit	Vvc	agir
,	Fw	,
ces	Dd	ce
questions	Nc	question
sont	Vuc	être
vaines	Ag	vain
;	Fw	;
Prononçant	Ga	prononçant
mon	Ds	mon
arrêt	Nc	arrêt
,	Fw	,
chasse	Nc	chasse|chassé|châsse
-moi	Vvc	-moi
de	S	de
ces	Dd	ce
lieux	Nc	lieu
,	Fw	,
Tyran	Nc	tyran
,	Fw	,
délivre	Nc	délivre
-moi	Vvc	-moi
,	Fw	,
de	S	de
l'	Da	le
horreur	Nc	horreur
de	S	de
tes	Ds	ton
yeux	Nc	œil
;	Fw	;
Chaque	Vvc	chaque
trait	Nc	trait
m'	Pp	je
en	Pp	en
punit	Vvc	punir
,	Fw	,
chaque	Di	chaque
regard	Nc	regard
m'	Pp	je
en	Pp	en
tue	Vvc	tuer
,	Fw	,
Et	Vvc	et
mon	Ds	mon
plus	Rg	plus
grand	Ag	grand
supplice	Nc	supplice
,	Fw	,
est	Vuc	être
celui	Pd	celui
de	S	de
ta	Ds	ton
vue	Nc	vue
.	Fs	.
Il	Pp	il
vous	Pp	vous
faut	Vvc	faillir|falloir
affranchir	Vvn	affranchir
,	Fw	,
d'	S	de
un	Dn	un
si	Rg	si
cruel	Ag	cruel
tourment	Nc	tourment
?	Fs	?
Il	Pp	il
parle	Vvc	parler
aux	S+Da	à+les
Satrapes	Nc	satrape
.	Fs	.
Princes	Nc	prince
,	Fw	,
délivrez-l'en	Nc	délivrez-l'en
par	S	par
votre	Ds	votre
jugement	Nc	jugement
.	Fs	.
Délibère	Nc	délibère
cruel	Ag	cruel
,	Fw	,
consulte	Vvc	consulter
tes	Ds	ton
Ministres	Nc	ministre
,	Fw	,
Nos	Nc	nô
malheurs	Nc	malheur
sont	Vuc	être
le	Da	le
fruit	Nc	fruit
,	Fw	,
de	S	de
leurs	Ds	leur
avis	Nc	avis
sinistres	Ag	sinistre
;	Fw	;
Ce	Vvc	ce
reste	Nc	reste
de	S	de
proscrits	Nc	proscrit
,	Fw	,
échappés	Ge	échapper
aux	S+Da	à+les
bourreaux	Nc	bourreau
,	Fw	,
Ne	Vvc	ne
pouvait	Vvc	pouvoir
s'	Pp	se
élever	Vvn	élever
,	Fw	,
que	Cs	que
dessus	S	dessus
nos	Ds	notre
tombeaux	Nc	tombeau
;	Fw	;
Et	Vvc	et
ne	Rp	ne
peut	Vvc	pouvoir
recouvrer	Vvn	recouvrer
,	Fw	,
que	Cs	que
par	S	par
notre	Ds	notre
disgrâce	Nc	disgrâce
,	Fw	,
Dans	Vvc	dans
le	Da	le
gouvernement	Nc	gouvernement
,	Fw	,
les	Da	le
rangs	Nc	rang
,	Fw	,
dont	Pr	dont
on	Pp	on
les	Pp	ils
chasse	Vvc	chasser
;	Fw	;
Ils	Vvc	ils
ont	Vuc	avoir
grand	Ag	grand
intérêt	Nc	intérêt
,	Fw	,
en	S	en
la	Da	le
mort	Nc	mort
que	Pr	que
j'	Pp	je
attends	Vvc	attendre
,	Fw	,
Ne	Vvc	ne
crains	Vvc	craindre
point	Rg	point
,	Fw	,
leurs	Ds	leur
conseils	Nc	conseil
iront	Vvc	aller
où	Pr	où
tu	Pp	tu
prétends	Vvc	prétendre
;	Fw	;
Hé	Vvc	hé
bien	Rg	bien
perfide	Ag	perfide
!	Fs	!
lâches	Ag	lâche
suppôts	Nc	suppôt
de	S	de
traîtres	Nc	traître
,	Fw	,
Qu'	Vvc	qu'
avez	Vuc	avoir
-vous	Nc	-vous
résolu	Ge	résoudre
,	Fw	,
mes	Ds	mon
Juges	Nc	juge
,	Fw	,
et	Cc	et
mes	Ds	mon
Maîtres	Nc	maîtres
?	Fs	?
On	Pp	on
m'	Pp	je
a	Vuc	avoir
de	S	de
votre	Ds	votre
part	Nc	part
,	Fw	,
apporté	Ge	apporter
ces	Dd	ce
présents	Nc	présent
.	Fs	.
Hé	Vvc	hé
,	Fw	,
bien	Rg	bien
?	Fs	?
Les	Pp	ils
trouvez	Vvc	trouver
-vous	Nc	-vous
,	Fw	,
des	S+Da	de+le|de+les
témoins	Nc	témoin
suffisants	Ag	suffisant
,	Fw	,
Ou	Vvc	ou
s'	Cs	si
il	Pp	il
faut	Vvc	faillir|falloir
autre	Ag	autre
chose	Nc	chose
,	Fw	,
afin	S	afin
de	S	de
vous	Pp	vous
confondre	Vvn	confondre
?	Fs	?
Quand	Cs	quand
j'	Pp	je
ai	Vuc	avoir
tout	Rg	tout
avoué	Ge	avouer
,	Fw	,
je	Pp	je
n'	Rp	ne
ai	Vuc	avoir
rien	Pi	rien
à	S	à
répondre	Vvn	répondre
;	Fw	;
Je	Vvc	je
prends	Vvc	prendre
droit	Rg	droit
par	S	par
moi-même	Pp	lui-même
,	Fw	,
et	Cc	et
mon	Ds	mon
plus	Rg	plus
grand	Ag	grand
forfait	Nc	forfait
,	Fw	,
Est	Vvc	est
,	Fw	,
non	Rg	non
d'	S	de
avoir	Vun	avoir
osé	Ge	oser
,	Fw	,
mais	Cc	mais
osé	Ge	oser
sans	S	sans
effet	Nc	effet
.	Fs	.
Les	Da	le
instruments	Nc	instrument
du	S+Da	de+le
mal	Nc	mal
,	Fw	,
le	Pp	il
seront	Vuc	être
du	Dp	du
supplice	Nc	supplice
,	Fw	,
Choisissez	Vvc	choisir
l'	Da	le
un	Pi	un
des	S+Da	de+le|de+les
deux	Nc	deux
,	Fw	,
et	Cc	et
faites	Vvc	faire
-vous	Ag	-vous
justice	Nc	justice
;	Fw	;
C'	Vvc	c'
est	Vuc	être
quelque	Di	quelque
grâce	Nc	grâce
,	Fw	,
encor	Nc	encor
,	Fw	,
je	Pp	je
n'	Rp	ne
osais	Vvc	oser
l'	Pp	il
espérer	Vvn	espérer
;	Fw	;
Je	Vvc	je
choisis	Vvc	choisir
le	Da	le
poison	Nc	poison
,	Fw	,
fais-le	Vvc	fais-le
moi	Pp	je
préparer	Vvn	préparer
;	Fw	;
Je	Vvc	je
l'	Pp	il
estimerai	Vvc	estimer
moins	Rg	moins
,	Fw	,
un	Dn	un
poison	Nc	poison
,	Fw	,
qu'	Cs	que
un	Dn	un
remède	Nc	remède
,	Fw	,
Que	Vvc	que
je	Pp	je
dois	Vvc	devoir
appliquer	Vvn	appliquer
,	Fw	,
au	S+Da	à+le
mal	Nc	mal
qui	Pr	qui
me	Pp	je
possède	Vvc	posséder
;	Fw	;
Le	Vvc	le
goût	Nc	goût
m'	Pp	je
en	Pp	en
sera	Vuc	être
doux	Ag	doux
,	Fw	,
au	S+Da	à+le
défaut	Nc	défaut
de	S	de
ton	Ds	ton
sang	Nc	sang
,	Fw	,
Dont	Vvc	dont
avec	S	avec
volupté	Nc	volupté
,	Fw	,
j'	Pp	je
eusse	Vuc	avoir
épuisé	Ge	épuiser
ton	Ds	ton
flanc	Nc	flanc
.	Fs	.
Je	Pp	je
préfère	Vvc	préférer
à	S	à
la	Da	le
vie	Nc	vie
,	Fw	,
une	Dn	un
mort	Nc	mort
salutaire	Ag	salutaire
,	Fw	,
Qui	Vvc	qui
me	Pp	je
va	Vvc	aller
délivrer	Vvn	délivrer
,	Fw	,
des	S+Da	de+le|de+les
mains	Nc	main
d'	S	de
un	Dn	un
adversaire	Nc	adversaire
;	Fw	;
Mais	Vvc	mais
,	Fw	,
joins	Vvc	joindre
une	Dn	un
autre	Ag	autre
grâce	Nc	grâce
,	Fw	,
au	S+Da	à+le
choix	Nc	choix
de	S	de
mon	Ds	mon
trépas	Nc	trépas
,	Fw	,
Tyran	Nc	tyran
,	Fw	,
fais	Vvc	faire
que	Cs	que
mon	Ds	mon
fils	Nc	fil|fils
,	Fw	,
y	Pp	y
précède	Vvc	précéder
mes	Ds	mon
pas	Nc	pas
,	Fw	,
Pour	Nc	pour
le	Pp	il
voir	Vvn	voir
par	S	par
sa	Ds	son
mort	Nc	mort
,	Fw	,
exempt	Ag	exempt
de	S	de
l'	Da	le
infamie	Nc	infamie
,	Fw	,
De	Vvc	de
recevoir	Vvn	recevoir
des	Dn	un
lois	Nc	loi
,	Fw	,
d'	S	de
une	Dn	un
main	Nc	main
ennemie	Ag	ennemi
,	Fw	,
Vivant	Ga	vivre
,	Fw	,
de	S	de
son	Ds	son
crédit	Nc	crédit
,	Fw	,
tu	Pp	tu
craindrais	Vvc	craindre
les	Da	le
effets	Nc	effet
;	Fw	;
Vos	Nc	vos
voeux	Nc	vœu
sont	Vuc	être
généreux	Ag	généreux
,	Fw	,
ils	Pp	ils
seront	Vuc	être
satisfaits	Ge	satisfaire
;	Fw	;
Qu'	Vvc	qu'
il	Pp	il
entre	S	entre
,	Fw	,
Sardarigue	Vvc	sardarigue
,	Fw	,
et	Cc	et
remenez	Vvc	remmener
la	Da	le
Reine	Nc	reine|roi
.	Fs	.
Reine	Nc	reine|roi
est	Vuc	être
ma	Ds	mon
qualité	Nc	qualité
,	Fw	,
quand	Cs	quand
tu	Pp	tu
sais	Vvc	savoir
qu'	Cs	que
elle	Pp	il
est	Vuc	être
vaine	Ag	vain
!	Fs	!
Hier	Rg	hier
,	Fw	,
j'	Pp	je
étais	Vuc	être
ta	Ds	ton
Marâtre	Nc	marâtre
,	Fw	,
et	Cc	et
je	Pp	je
tiens	Vvc	tenir
à	S	à
grand	Ag	grand
bien	Nc	bien
,	Fw	,
Elle	Vvc	elle
sort	Nc	sort
avec	S	avec
Sardarigue	Nc	sardarigue
et	Cc	et
les	Da	le
Gardes	Nc	garde|gardes
.	Fs	.
De	S	de
mourir	Vvn	mourir
aujourd'hui	Rg	aujourd'hui
,	Fw	,
pour	S	pour
ne	Rp	ne
t'	Pp	tu
être	Vun	être
plus	Rg	plus
rien	Pi	rien
.	Fs	.
Donnez	Vvc	donner
au	S+Da	à+le
désespoir	Nc	désespoir
,	Fw	,
ces	Dd	ce
reproches	Nc	reproche
frivoles	Ag	frivole
.	Fs	.
Elle	Pp	il
est	Vuc	être
femme	Nc	femme
,	Fw	,
elle	Pp	il
meurt	Vvc	mourir
,	Fw	,
et	Cc	et
ce	Pd	ce
sont	Vuc	être
des	Dn	un
paroles	Nc	parole
;	Fw	;
Bien	Vvc	bien
plus	Rg	plus
si	Cs	si
l'	Da	le
intérêt	Nc	intérêt
,	Fw	,
de	S	de
mon	Ds	mon
autorité	Nc	autorité
,	Fw	,
Me	Vvc	me
pouvait	Vvc	pouvoir
épargner	Vvn	épargner
cette	Dd	ce
sévérité	Nc	sévérité
,	Fw	,
À	Nc	à
quoi	Pr	quoi
que	Cs	que
la	Da	le
vengeance	Nc	vengeance
,	Fw	,
avec	S	avec
droit	Nc	droit
me	Pp	je
convie	Vvc	convier
,	Fw	,
Avec	Vvc	avec
plaisir	Nc	plaisir
,	Fw	,
encor	Nc	encor
,	Fw	,
je	Pp	je
souffrirais	Vvc	souffrir
sa	Ds	son
vie	Nc	vie
,	Fw	,
Et	Vvc	et
malgré	S	malgré
tant	Rg	tant
d'	S	de
effets	Nc	effet
de	S	de
son	Ds	son
aversion	Nc	aversion
,	Fw	,
Préférerais	Vvc	préférerais
sa	Ds	son
grâce	Nc	grâce
,	Fw	,
à	S	à
sa	Ds	son
punition	Nc	punition
.	Fs	.
Remettant	Ga	remettre
l'	Da	le
intérêt	Nc	intérêt
,	Fw	,
qui	Pr	qui
touche	Vvc	toucher
sa	Ds	son
personne	Nc	personne
,	Fw	,
Un	Vvc	un
Roi	Vvc	roi
,	Fw	,
ne	Rp	ne
peut	Vvc	pouvoir
donner	Vvn	donner
,	Fw	,
celui	Pd	celui
de	S	de
la	Da	le
Couronne	Nc	couronne
;	Fw	;
Et	Vvc	et
s'	Cs	si
il	Pp	il
voit	Vvc	voir
que	Cs	que
l'	Da	le
État	Nc	état
,	Fw	,
courre	Nc	courre
quelque	Di	quelque
danger	Nc	danger
,	Fw	,
Est	Vvc	est
contraint	Ge	contraindre
de	S	de
punir	Vvn	punir
,	Fw	,
s'	Cs	si
il	Pp	il
ne	Rp	ne
se	Pp	il
veut	Vvc	vouloir
venger	Vvn	venger
;	Fw	;
Sa	Vvc	sa
justice	Nc	justice
,	Fw	,
est	Vuc	être
le	Da	le
bien	Nc	bien
de	S	de
toute	Di	tout
la	Da	le
