Ah	I	ah
affligez	Vvc	affliger
point	Rg	point
;	Fw	;
je	Pp	je
vous	Pp	vous
dis	Vvc	dire
tout	Rg	tout
de	S	de
bon	Ag	bon
,	Fw	,
Et	Vvc	et
foi	Nc	foi
d'	S	de
homme	Nc	homme
d'	S	de
honneur	Nc	honneur
,	Fw	,
que	Cs	que
tantôt	Rg	tantôt
sourde	Ag	sourd
ou	Cc	ou
non	Rg	non
,	Fw	,
Que	Vvc	que
sa	Ds	son
douleur	Nc	douleur
augmente	Vvc	augmenter
,	Fw	,
ou	Cc	ou
bien	Rg	bien
qu'	Cs	que
elle	Pp	il
finisse	Vvc	finir
,	Fw	,
Je	Vvc	je
veux	Vvc	vouloir
absolument	Rg	absolument
,	Fw	,
que	Cs	que
l'	Da	le
hymen	Nc	hymen
s'	Pp	se
accomplisse	Vvc	accomplir
,	Fw	,
Et	Vvc	et
d'	S	de
inclination	Nc	inclination
aussi	Rg	aussi
bien	Rg	bien
que	Cs	que
d'	S	de
honneur	Nc	honneur
Je	Vvc	je
m'	Pp	je
y	Pp	y
trouve	Vvc	trouver
engagé	Ge	engager
.	Fs	.
Hélas	Vvc	hélas
!	Fs	!
Tout	Di	tout
mon	Ds	mon
bonheur	Nc	bonheur
Dépend	Vvc	dépend
de	S	de
son	Ds	son
amour	Nc	amour
,	Fw	,
mon	Ds	mon
malheur	Nc	malheur
de	S	de
sa	Ds	son
haine	Nc	haine
;	Fw	;
C'	Vvc	c'
est	Vuc	être
m'	Pp	je
élever	Vvn	élever
au	S+Da	à+le
rrône	Nc	rrône
,	Fw	,
au	S+Da	à+le
sortir	Vvn	sortir
de	S	de
la	Da	le
chaîne	Nc	chaîne
.	Fs	.
Vous	Pp	vous
voilà	S	voilà
donc	Rg	donc
encor	Nc	encor
,	Fw	,
je	Pp	je
vous	Pp	vous
croyais	Vvc	croire
parti	Nc	parti
.	Fs	.
Je	Pp	je
m'	Pp	je
en	Pp	en
vais	Vvc	aller
à	S	à
la	Da	le
Cour	Nc	cour
chercher	Vvn	chercher
quelque	Di	quelque
parti	Nc	parti
.	Fs	.
Mais	Cc	mais
un	Pi	un
de	S	de
mes	Ds	mon
amis	Nc	ami
à	S	à
demeurer	Vvn	demeurer
m'	Pp	je
engage	Vvc	engager
,	Fw	,
En	Vvc	en
me	Pp	je
faisant	Ga	faire
trouver	Vvn	trouver
un	Dn	un
Mulet	Nc	mulet
de	S	de
louage	Nc	louage
.	Fs	.
Et	Cc	et
le	Da	le
bon	Ag	bon
Don	Nc	don
Diègue	Vvc	diègue
est-il	Ag	est-il
encore	Rg	encore
ici	Rg	ici
?	Fs	?
Est-il	Vvc	est-il
allé	Ge	aller
tirer	Vvn	tirer
sa	Ds	son
femme	Nc	femme
de	S	de
souci	Nc	souci
?	Fs	?
Il	Pp	il
est	Vuc	être
parti	Ge	partir
tantôt	Rg	tantôt
,	Fw	,
et	Cc	et
j'	Pp	je
apporte	Vvc	apporter
une	Dn	un
Lettre	Nc	lettre|lettré
,	Fw	,
Qu'	Vvc	qu'
en	S	en
passant	Ga	passer
par	S	par
la	Da	le
Poste	Nc	poste
on	Pp	on
me	Pp	je
vient	Vvc	venir
de	S	de
remettre	Vvn	remettre
;	Fw	;
Et	Vvc	et
s'	Cs	si
adresse	Nc	adresse
à	S	à
lui	Pp	il
;	Fw	;
vous	Pp	vous
la	Pp	il
verrez	Vvc	voir
,	Fw	,
monsieur	Nc	monsieur
.	Fs	.
Ne	Rp	ne
commandez	Vvc	commander
-vous	Nc	-vous
rien	Pi	rien
à	S	à
votre	Ds	votre
serviteur	Nc	serviteur
?	Fs	?
Ami	Nc	ami
,	Fw	,
Dieu	Nc	dieu
te	Pp	tu
conduise	Vvc	conduire
,	Fw	,
et	Cc	et
te	Pp	tu
donne	Vvc	donner
un	Dn	un
bon	Ag	bon
Maître	Nc	maître
.	Fs	.
Or	Cc	or
çà	Nc	çà
,	Fw	,
voyons	Vvc	voir
un	Dn	un
peu	Rg	peu
la	Da	le
Lettre	Nc	lettre|lettré
de	S	de
ce	Dd	ce
traître	Nc	traître
,	Fw	,
De	Vvc	de
ce	Dd	ce
faux	Ag	faux
Don	Nc	don
Diègue	Vvc	diègue
;	Fw	;
ô	I	oh
l'	Da	le
insigne	Nc	insigne
imposteur	Nc	imposteur
:	Fw	:
Et	Cc	et
que	Pr	que
n'	Rp	ne
aurait	Vuc	avoir
trompé	Ge	tromper
ce	Dd	ce
visage	Nc	visage
menteur	Nc	menteur
?	Fs	?
LETTRE	Nc	lettre|lettré
.	Fs	.
Mon	Ds	mon
cher	Ag	cher
Époux	Nc	époux
,	Fw	,
Sachant	Ga	savoir
que	Cs	que
Don	Nc	don
Félix	Nc	félix
de	S	de
Fonseque	Nc	fonseque
est	Vuc	être
votre	Ds	votre
ami	Nc	ami
,	Fw	,
je	Pp	je
vous	Pp	vous
écris	Vvc	écrire
à	S	à
la	Da	le
hâte	Nc	hâte
qu'	Pr	que
on	Pp	on
a	Vuc	avoir
exécuté	Ge	exécuter
ici	Rg	ici
des	Dn	un
faux	Ag	faux
Monnayeurs	Nc	monnayeur
,	Fw	,
qui	Pr	qui
l'	Pp	il
ont	Vuc	avoir
accusé	Ge	accuser
d'	S	de
être	Vun	être
leur	Ds	leur
complice	Nc	complice
.	Fs	.
Avertissez-le	Vvc	avertissez-le
qu'	Cs	que
un	Dn	un
Exempt	Nc	exempt
est	Vuc	être
parti	Ge	partir
avec	S	avec
ordre	Nc	ordre
de	S	de
le	Pp	il
prendre	Vvn	prendre
en	S	en
quelque	Di	quelque
lieu	Nc	lieu
qu'	Pr	que
il	Pp	il
soit	Vuc	être
,	Fw	,
et	Cc	et
revenez	Vvc	revenir
voir	Vvn	voir
promptement	Rg	promptement
votre	Ds	votre
fidèle	Nc	fidèle
,	Fw	,
DOROTHÉE	Vvc	dorothée
.	Fs	.
Et	Cc	et
quoi	Pt	quoi
,	Fw	,
vous	Pp	vous
travaillez	Vvc	travailler
en	S	en
moderne	Ag	moderne
Médaille	Nc	médaille
?	Fs	?
Vraiment	Rg	vraiment
je	Pp	je
fais	Vvc	faire
grand	Ag	grand
cas	Nc	cas
d'	S	de
un	Dn	un
homme	Nc	homme
qui	Pr	qui
travaille	Vvc	travailler
;	Fw	;
Multiplier	Vvc	multiplier
ainsi	Rg	ainsi
les	Da	le
armes	Nc	arme|armé
de	S	de
son	Ds	son
Roi	Nc	roi
,	Fw	,
C'	Vvc	c'
est	Vuc	être
pour	S	pour
être	Vun	être
bientôt	Rg	bientôt
dans	S	dans
quelque	Di	quelque
bon	Ag	bon
emploi	Nc	emploi
.	Fs	.
Que	Cs	que
me	Pp	je
dites	Vvc	dire
-vous	Nc	-vous
là	Rg	là
?	Fs	?
Je	Pp	je
n'	Rp	ne
y	Pp	y
puis	Vvc	pouvoir
rien	Pi	rien
comprendre	Vvn	comprendre
.	Fs	.
Lisez	Vvc	lire
,	Fw	,
lisez	Vvc	lire
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
autre	Ag	autre
fourbe	Nc	fourbe
de	S	de
Gendre	Nc	gendre
.	Fs	.
Ma	Ds	mon
foi	Nc	foi
j'	Pp	je
étais	Vuc	être
pourvu	Ge	pourvoir
de	S	de
Gendre	Vvn	gendre
richement	Rg	richement
;	Fw	;
Le	Vvc	le
bon	Ag	bon
Dieu	Nc	dieu
nous	Pp	nous
assiste	Vvc	assister
,	Fw	,
et	Cc	et
bien	Rg	bien
visiblement	Rg	visiblement
;	Fw	;
Et	Vvc	et
ces	Dd	ce
deux	Nc	deux
Lettres	Vvc	lettres
sont	Vuc	être
un	Dn	un
fort	Rg	fort
bon	Ag	bon
témoignage	Nc	témoignage
Qu'	Vvc	qu'
il	Pp	il
a	Vuc	avoir
jeté	Ge	jeter
les	Da	le
yeux	Nc	œil
sur	S	sur
mon	Ds	mon
petit	Ag	petit
ménage	Nc	ménage
.	Fs	.
Monsieur	Nc	monsieur
,	Fw	,
je	Pp	je
veux	Vvc	vouloir
savoir	Vvn	savoir
d'	S	de
où	Pt	où
cette	Dd	ce
Lettre	Nc	lettre|lettré
vient	Vvc	venir
.	Fs	.
Et	Cc	et
l'	Pp	il
on	Pp	on
me	Pp	je
fait	Vvc	faire
grand	Ag	grand
tort	Nc	tort
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
qu'	Cs	que
on	Pp	on
ne	Rp	ne
retient	Vvc	retenir
Le	Nc	lé
fourbe	Ag	fourbe
qui	Pr	qui
vous	Pp	vous
vient	Vvc	venir
d'	S	de
apporter	Vvn	apporter
cette	Dd	ce
Lettre	Nc	lettre|lettré
.	Fs	.
Vraiment	Rg	vraiment
il	Pp	il
est	Vuc	être
bien	Rg	bien
loin	Rg	loin
.	Fs	.
Je	Pp	je
le	Pp	il
veux	Vvc	vouloir
mettre	Vvn	mettre
Au	Vvc	au
fonds	Nc	fond|fonds
d'	S	de
une	Dn	un
prison	Nc	prison
,	Fw	,
tant	Rg	tant
qu'	Cs	que
il	Pp	il
ait	Vuc	avoir
confessé	Ge	confesser
Qui	Vvc	qui
m'	Pp	je
a	Vuc	avoir
si	Rg	si
méchamment	Rg	méchamment
en	S	en
l'	Da	le
honneur	Nc	honneur
offensé	Ge	offenser
.	Fs	.
Que	Pt	que
veut	Vvc	vouloir
ce	Dd	ce
Cavalier	Nc	cavalier
?	Fs	?
Messieurs	Nc	monsieur
,	Fw	,
c'	Pd	ce
est	Vuc	être
avec	S	avec
peine	Nc	peine
(	Fw	(
Mais	Vvc	mais
il	Pp	il
faut	Vvc	faillir|falloir
obéir	Vvn	obéir
à	S	à
la	Da	le
Loi	Nc	loi
Souveraine	Vvc	souveraine
)	Fw	)
Que	Vvc	que
je	Pp	je
viens	Vvc	venir
arrêter	Vvn	arrêter
par	S	par
ordre	Nc	ordre
de	S	de
la	Da	le
Cour	Nc	cour
Le	Vvc	le
Seigneur	Ag	seigneur
Don	Nc	don
Félix	Nc	félix
,	Fw	,
par	S	par
force	Nc	force|forcé
,	Fw	,
ou	Cc	ou
par	S	par
amour	Nc	amour
.	Fs	.
Par	S	par
force	Nc	force|forcé
,	Fw	,
ou	Cc	ou
par	S	par
amour	Nc	amour
?	Fs	?
Ni	Cc	ni
par	S	par
l'	Da	le
un	Pi	un
ni	Cc	ni
par	S	par
l'	Da	le
autre	Pi	autre
,	Fw	,
Vous	Nc	vous
aurez	Vuc	avoir
de	S	de
mon	Ds	mon
sang	Nc	sang
,	Fw	,
ou	Cc	ou
bien	Rg	bien
j'	Pp	je
aurai	Vuc	avoir
du	S+Da	de+le
vôtre	As#Ps	vôtre
.	Fs	.
N'	Rp	ne
obéir	Vvn	obéir
pas	Rg	pas
au	S+Da	à+le
Roi	Nc	roi
,	Fw	,
c'	Pd	ce
est	Vuc	être
se	Pp	il
perdre	Vvn	perdre
à	S	à
crédit	Nc	crédit
;	Fw	;
Je	Vvc	je
vous	Pp	vous
prends	Vvc	prendre
à	S	à
témoins	Nc	témoin
,	Fw	,
Messieurs	Nc	monsieur
.	Fs	.
C'	Pd	ce
est	Vuc	être
fort	Rg	fort
bien	Rg	bien
dit	Ge	dire
;	Fw	;
Je	Vvc	je
défends	Vvc	défendre
mon	Ds	mon
honneur	Nc	honneur
,	Fw	,
toi	Pp	tu
défends	Vvc	défendre
bien	Rg	bien
ta	Ds	ton
vie	Nc	vie
.	Fs	.
J'	Pp	je
ai	Vuc	avoir
bien	Rg	bien
peur	Nc	peur
que	Cs	que
l'	Da	le
hymen	Nc	hymen
devienne	Vvc	devenir
tragédie	Nc	tragédie
;	Fw	;
Je	Vvc	je
veux	Vvc	vouloir
aller	Vvn	aller
après	S	après
.	Fs	.
Mon	Ds	mon
père	Nc	père
,	Fw	,
qu'	Pr	que
est	Vuc	être
-ce	Vvc	-ce
-ci	Rg	-ci
?	Fs	?
J'	Pp	je
y	Pp	y
vais	Vvc	aller
voir	Vvn	voir
.	Fs	.
Béatris	Vvc	béatris
sur	S	sur
moi	Pp	je
,	Fw	,
j'	Pp	je
y	Pp	y
vais	Vvc	aller
aussi	Rg	aussi
.	Fs	.
Et	Cc	et
moi	Pp	je
je	Pp	je
vais	Vvc	aller
conter	Vvn	conter
à	S	à
Madame	Nc	madame
Lucie	Ge	lucie
Tout	Vvc	tout
ce	Dd	ce
brouillamini	Nc	brouillamini
Oui	Vvc	oui
,	Fw	,
cela	Pd	cela
me	Pp	je
soucie	Vvc	soucier
;	Fw	;
Et	Vvc	et
si	Cs	si
ce	Dd	ce
stratagème	Nc	stratagème
est	Vuc	être
par	S	par
eux	Pp	eux
éventé	Ge	éventer
,	Fw	,
Je	Vvc	je
ne	Rp	ne
me	Pp	je
vis	Vvc	vivre|voir
jamais	Rg	jamais
à	S	à
telle	Di	tel
extrémité	Nc	extrémité
.	Fs	.
Monsieur	Nc	monsieur
,	Fw	,
tout	Pi	tout
ira	Vvc	aller
bien	Rg	bien
.	Fs	.
Frappe	Vvc	frapper
vite	Rg	vite
à	S	à
la	Da	le
porte	Nc	porte
,	Fw	,
Et	Vvc	et
tâche	Nc	tâche
d'	S	de
obtenir	Vvn	obtenir
que	Cs	que
j'	Pp	je
entre	Vvc	entrer
,	Fw	,
ou	Cc	ou
qu'	Cs	que
elle	Pp	il
sorte	Vvc	sortir
.	Fs	.
Alphonse	Nc	alphonse
entre	S	entre
.	Fs	.
Il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
je	Pp	je
lui	Pp	il
parle	Vvc	parler
,	Fw	,
à	S	à
quel	Dt	quel
prix	Nc	prix
que	Cs	que
ce	Pd	ce
soit	Vuc	être
.	Fs	.
Ô	Vvc	ô
Dieu	Nc	dieu
,	Fw	,
les	Da	le
rudes	Ag	rude
coups	Nc	coup
que	Cs	que
mon	Ds	mon
âme	Nc	âme
reçoit	Vvc	recevoir
:	Fw	:
Je	Pp	je
dois	Vvc	devoir
aujourd'hui	Rg	aujourd'hui
perdre	Vvn	perdre
ou	Cc	ou
gagner	Vvn	gagner
ma	Ds	mon
Maîtresse	Nc	maîtresse
;	Fw	;
Nous	Vvc	nous
venons	Vvc	venir
de	S	de
tenter	Vvn	tenter
le	Da	le
dernier	Ag	dernier
coup	Nc	coup
d'	S	de
adresse	Nc	adresse
.	Fs	.
Et	Cc	et
si	Cs	si
ce	Dd	ce
coup	Nc	coup
me	Pp	je
manque	Vvc	manquer
,	Fw	,
à	S	à
quoi	Pr	quoi
plus	Rg	plus
recourir	Vvn	recourir
,	Fw	,
Aimant	Ga	aimer
comme	Cs	comme
je	Pp	je
fais	Vvc	faire
,	Fw	,
si	Cs	si
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
à	S	à
mourir	Vvn	mourir
?	Fs	?
Mais	Cc	mais
mon	Ds	mon
Ange	Nc	ange
paraît	Vvc	paraître
,	Fw	,
un	Dn	un
si	Rg	si
charmant	Ga	charmer
visage	Nc	visage
Ne	Ag	ne
peut	Vvc	pouvoir
être	Vun	être
jamais	Rg	jamais
qu'	Cs	que
un	Dn	un
bienheureux	Ag	bienheureux
présage	Nc	présage
,	Fw	,
Alphonse	Nc	alphonse
l'	Pp	il
entretient	Vvc	entretenir
du	S+Da	de+le
beau	Ag	beau
tour	Nc	tour
qu'	Pr	que
il	Pp	il
a	Vuc	avoir
fait	Ge	faire
;	Fw	;
Il	Vvc	il
faut	Vvc	faillir|falloir
lui	Pp	il
donner	Vvn	donner
temps	Nc	temps
de	S	de
l'	Pp	il
apprendre	Vvn	apprendre
.	Fs	.
En	S	en
effet	Nc	effet
.	Fs	.
Il	Pp	il
me	Pp	je
fait	Vvc	faire
grand	Ag	grand
pitié	Nc	pitié
.	Fs	.
Dans	S	dans
la	Da	le
ville	Nc	ville
où	Pr	où
nous	Pp	nous
sommes	Vuc	être
On	Vvc	on
ne	Rp	ne
trouvera	Vvc	trouver
pas	Rg	pas
deux	Nc	deux
si	Rg	si
dangereux	Ag	dangereux
hommes	Nc	homme
,	Fw	,
Que	Vvc	que
votre	Ds	votre
Maître	Nc	maître
et	Cc	et
vous	Pp	vous
.	Fs	.
Vous	Pp	vous
l'	Pp	il
êtes	Vuc	être
plus	Rg	plus
que	Cs	que
nous	Pp	nous
;	Fw	;
Car	Nc	car
nous	Pp	nous
ne	Rp	ne
faisons	Vvc	faire
rien	Pi	rien
que	Cs	que
pour	S	pour
l'	Da	le
amour	Nc	amour
de	S	de
vous	Pp	vous
.	Fs	.
Et	Cc	et
cette	Dd	ce
lettre	Nc	lettre|lettré
était	Vuc	être
encor	Nc	encor
de	S	de
Dorothée	Nc	dorothée
?	Fs	?
Et	Cc	et
de	S	de
ma	Ds	mon
même	Ag	même
main	Nc	main
écrite	Ge	écrire
et	Cc	et
présentée	Ge	présenter
.	Fs	.
Enfin	Rg	enfin
donc	Rg	donc
notre	Ds	notre
Exempt	Nc	exempt
hardi	Ag	hardi
comme	S	comme
un	Dn	un
Lion	Nc	lion
,	Fw	,
Est	Vvc	est
entré	Ge	entrer
,	Fw	,
Don	Nc	don
Félix	Nc	félix
a	Vuc	avoir
fait	Ge	faire
rébellion	Nc	rébellion
;	Fw	;
L'	Vvc	l'
Exempt	Vvc	exempt
après	S	après
son	Ds	son
coup	Nc	coup
a	Vuc	avoir
regagné	Ge	regagner
la	Da	le
rue	Nc	rue
;	Fw	;
Don	Nc	don
Félix	Nc	félix
furieux	Ag	furieux
comme	S	comme
un	Dn	un
cheval	Nc	cheval
qui	Pr	qui
rue	Nc	rue
,	Fw	,
L'	Vvc	l'
a	Vuc	avoir
suivi	Ge	suivre
chamaillant	Ga	chamailler
;	Fw	;
notre	Ds	notre
Exempt	Nc	exempt
s'	Pp	se
est	Vuc	être
sauvé	Ge	sauver
,	Fw	,
Qui	Vvc	qui
sera	Vuc	être
bien	Rg	bien
cherché	Ge	chercher
devant	S	devant
qu'	Rg	que
être	Vun	être
trouvé	Ge	trouver
.	Fs	.
Ô	Vvc	ô
Dieu	Nc	dieu
!	Fs	!
Qu'	Cs	que
on	Pp	on
va	Vvc	aller
parler	Vvn	parler
de	S	de
moi	Pp	je
d'	Dn	un
étrange	Ag	étrange
sorte	Nc	sorte
!	Fs	!
Mais	Cc	mais
si	Cs	si
votre	Ds	votre
dessein	Nc	dessein
réussit	Vvc	réussir
,	Fw	,
que	Cs	que
m'	Pp	je
importe	Vvc	importer
?	Fs	?
Ah	I	ah
!	Fs	!
Mon	Ds	mon
Ange	Nc	ange
,	Fw	,
est	Vuc	être
-ce	Ge	-ce
vous	Pp	vous
qui	Pr	qui
venez	Vvc	venir
m'	Pp	je
éclairer	Vvn	éclairer
?	Fs	?
Que	Pt	que
dois	Vvc	devoir
-je	Vvc	-je
devenir	Vvn	devenir
?	Fs	?
Dois	Vvc	devoir
-je	Vvc	-je
encore	Rg	encore
espérer	Vvn	espérer
?	Fs	?
Votre	Ds	votre
peine	Nc	peine
est	Vuc	être
petite	Ag	petit
à	S	à
l'	Da	le
égal	Nc	égal
de	S	de
la	Da	le
mienne	Ps	mien
;	Fw	;
Je	Vvc	je
sais	Vvc	savoir
bien	Rg	bien
moins	Rg	moins
que	Cs	que
vous	Pp	vous
ce	Pd	ce
qu'	Pr	que
il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
devienne	Vvc	devenir
Une	Ag	une
fille	Nc	fille
insensée	Ag	insensé
,	Fw	,
et	Cc	et
qui	Pr	qui
fait	Vvc	faire
tant	Rg	tant
pour	S	pour
vous	Pp	vous
,	Fw	,
Qu'	Vvc	qu'
elle	Pp	il
trahit	Vvc	trahir
un	Dn	un
Père	Nc	père
,	Fw	,
une	Dn	un
soeur	Nc	sœur
,	Fw	,
un	Dn	un
Époux	Nc	époux
.	Fs	.
Après	Vvc	après
tant	Rg	tant
de	S	de
bonté	Nc	bonté
,	Fw	,
tout	Pi	tout
ce	Pd	ce
que	Pr	que
je	Pp	je
puis	Vvc	pouvoir
faire	Vvn	faire
,	Fw	,
C'	Vvc	c'
est	Vuc	être
de	S	de
vous	Pp	vous
adorer	Vvn	adorer
,	Fw	,
mon	Ds	mon
bel	Nc	bel
Ange	Vvc	ange
,	Fw	,
et	Cc	et
me	Pp	je
taire	Vvn	taire
.	Fs	.
Enfin	Rg	enfin
,	Fw	,
nous	Pp	nous
dépendons	Vvc	dépendre
de	S	de
l'	Da	le
amour	Nc	amour
et	Cc	et
du	S+Da	de+le
sort	Nc	sort
,	Fw	,
Serez	Vvc	serrer
-vous	Nc	-vous
à	S	à
ma	Ds	mon
Soeur	Nc	sœur
?	Fs	?
Ah	I	ah
!	Fs	!
Plutôt	Vvc	plutôt
à	S	à
la	Da	le
mort	Nc	mort
.	Fs	.
Serai	Vuc	être
-je	Ge	-je
à	S	à
Don	Nc	don
Félix	Nc	félix
?	Fs	?
Tant	Rg	tant
que	Cs	que
j'	Pp	je
aurai	Vuc	avoir
de	S	de
vie	Nc	vie
Vous	Nc	vous
ne	Rp	ne
me	Pp	je
serez	Vuc	être
point	Rg	point
par	S	par
un	Dn	un
mortel	Nc	mortel
ravie	Ge	ravir
.	Fs	.
Et	Cc	et
moi	Pp	je
je	Pp	je
vous	Pp	vous
promets	Vvc	promettre
,	Fw	,
si	Cs	si
je	Pp	je
ne	Rp	ne
suis	Vuc	être
à	S	à
vous	Pp	vous
,	Fw	,
Qu'	Vvc	qu'
aucun	Di	aucun
homme	Nc	homme
vivant	Ga	vivre
ne	Rp	ne
sera	Vuc	être
mon	Ds	mon
Époux	Nc	époux
:	Fw	:
Car	Cc	car
enfin	Rg	enfin
Don	Nc	don
Diègue	Vvc	diègue
,	Fw	,
il	Pp	il
est	Vuc	être
vrai	Ag	vrai
,	Fw	,
je	Pp	je
vous	Pp	vous
aime	Vvc	aimer
;	Fw	;
Si	Vvc	si
vous	Pp	vous
m'	Pp	je
aimez	Vvc	aimer
bien	Rg	bien
fort	Rg	fort
,	Fw	,
je	Pp	je
vous	Pp	vous
aime	Vvc	aimer
de	S	de
même	Pi	même
:	Fw	:
Je	Pp	je
devrais	Vvc	devoir
témoigner	Vvn	témoigner
plus	Rg	plus
de	S	de
confusion	Nc	confusion
En	Vvc	en
vous	Pp	vous
faisant	Ga	faire
ici	Rg	ici
cette	Dd	ce
confession	Nc	confession
,	Fw	,
Que	Vvc	que
vous	Pp	vous
pouvez	Vvc	pouvoir
trouver	Vvn	trouver
étrange	Ag	étrange
en	S	en
une	Dn	un
Fille	Nc	fille
.	Fs	.
Mais	Cc	mais
lorsqu'	Cs	lorsque
à	S	à
quelque	Di	quelque
sotte	Nc	sot
un	Dn	un
homme	Nc	homme
de	S	de
Cour	Nc	cour
brille	Vvc	briller
,	Fw	,
C'	Vvc	c'
est	Vuc	être
avec	S	avec
tel	Di	tel
effet	Nc	effet
,	Fw	,
et	Cc	et
si	Rg	si
cruellement	Rg	cruellement
,	Fw	,
Que	Vvc	que
la	Da	le
pauvrette	Nc	pauvret
en	Pp	en
perd	Vvc	perdre
souvent	Rg	souvent
le	Da	le
jugement	Nc	jugement
.	Fs	.
J'	Pp	je
en	Pp	en
suis	Vuc	être
,	Fw	,
ô	I	oh
Don	Nc	don
Diègue	Vvc	diègue
,	Fw	,
un	Dn	un
assez	Rg	assez
bel	Ag	beau
exemple	Nc	exemple
,	Fw	,
Puisque	Nc	puisque
je	Pp	je
feins	Vvc	feindre
d'	S	de
avoir	Vun	avoir
les	Da	le
douleurs	Nc	douleur
dans	S	dans
la	Da	le
temple	Nc	temple
,	Fw	,
D'	Vvc	d'
être	Vun	être
tout	Pi	tout
à	S	à
fait	Nc	fait
sourde	Ag	sourd
,	Fw	,
et	Cc	et
qu'	Cs	que
on	Pp	on
me	Pp	je
croit	Vvc	croire|croître
chez	S	chez
nous	Pp	nous
Une	Vvc	une
folle	Ag	fou
,	Fw	,
et	Cc	et
cela	Pd	cela
tout	Rg	tout
pour	S	pour
l'	Da	le
amour	Nc	amour
de	S	de
vous	Pp	vous
.	Fs	.
Dieu	Nc	dieu
!	Fs	!
Comment	Pt	comment
raillez	Vvc	railler
-vous	Nc	-vous
,	Fw	,
ayant	Ga	avoir
encor	Nc	encor
à	S	à
craindre	Vvn	craindre
?	Fs	?
Mais	Cc	mais
quels	Dt	quel
sont	Vuc	être
donc	Rg	donc
ces	Dd	ce
maux	Nc	mal
que	Pr	que
vous	Pp	vous
venez	Vvc	venir
de	S	de
feindre	Vvn	feindre
?	Fs	?
J'	Pp	je
ai	Vuc	avoir
contrefait	Ge	contrefaire
la	Da	le
sourde	Nc	sourd|sourde
avec	S	avec
un	Dn	un
tel	Ag	tel
effet	Nc	effet
,	Fw	,
Que	Vvc	que
j'	Pp	je
en	Pp	en
ai	Vuc	avoir
reculé	Ge	reculer
mon	Ds	mon
Hymen	Nc	hymen
trop	Rg	trop
tôt	Rg	tôt
fait	Ge	faire
;	Fw	;
Mais	Vvc	mais
je	Pp	je
ne	Rp	ne
vois	Vvc	voir
plus	Rg	plus
goutte	Nc	goutte
en	S	en
ce	Dd	ce
péril	Nc	péril
extrême	Ag	extrême
;	Fw	;
Et	Vvc	et
ma	Ds	mon
Soeur	Nc	sœur
qui	Pr	qui
me	Pp	je
hait	Vvc	haïr
autant	Rg	autant
qu'	Cs	que
elle	Pp	il
vous	Pp	vous
aime	Vvc	aimer
,	Fw	,
Dit	Vvc	dire
que	Cs	que
mon	Ds	mon
mal	Nc	mal
de	S	de
tête	Nc	tête
est	Vuc	être
un	Dn	un
mal	Nc	mal
inventé	Ge	inventer
,	Fw	,
Et	Vvc	et
que	Cs	que
mon	Ds	mon
plus	Rg	plus
grand	Ag	grand
mal	Nc	mal
est	Vuc	être
ma	Ds	mon
méchanceté	Nc	méchanceté
.	Fs	.
Mon	Ds	mon
Père	Nc	père
qui	Pr	qui
ne	Rp	ne
sait	Vvc	savoir
à	S	à
qui	Pr	qui
croire	Vvn	croire
,	Fw	,
en	Pp	en
enrage	Vvc	enrager
;	Fw	;
Don	Nc	don
Félix	Nc	félix
qui	Pr	qui
me	Pp	je
croit	Vvc	croire|croître
bien	Rg	bien
malade	Ag	malade
,	Fw	,
fait	Ge	faire
rage	Nc	rage
;	Fw	;
De	Vvc	de
plaindre	Vvn	plaindre
son	Ds	son
malheur	Nc	malheur
,	Fw	,
d'	S	de
une	Dn	un
mourante	Nc	mourant
voix	Nc	voix
,	Fw	,
Je	Vvc	je
me	Pp	je
rirais	Vvc	raller|rire
d'	S	de
eux	Pp	eux
tous	Pi	tout
,	Fw	,
tout	Di	tout
mon	Ds	mon
saoul	Ag	saoul|saoûl
,	Fw	,
si	Cs	si
j'	Pp	je
osais	Vvc	oser
,	Fw	,
Mais	Vvc	mais
nous	Pp	nous
sommes	Vuc	être
encor	Nc	encor
assez	Rg	assez
loin	Rg	loin
du	S+Da	de+le
rivage	Nc	rivage
,	Fw	,
Pour	Nc	pour
respecter	Vvn	respecter
les	Da	le
vents	Nc	vent|vents
,	Fw	,
et	Cc	et
craindre	Vvn	craindre
le	Da	le
naufrage	Nc	naufrage
.	Fs	.
Nous	Pp	nous
gagnerons	Vvc	gagner
le	Da	le
port	Nc	port
,	Fw	,
si	Cs	si
nous	Pp	nous
avons	Vuc	avoir
du	Dp	du
coeur	Nc	cœur
;	Fw	;
Des	Vvc	des
périls	Nc	péril
les	Da	le
plus	Rg	plus
grands	Ag	grand
le	Da	le
courage	Nc	courage
est	Vuc	être
vainqueur	Nc	vainqueur
.	Fs	.
On	Pp	on
vient	Vvc	venir
à	S	à
bout	Nc	bout
de	S	de
tout	Pi	tout
alors	Rg	alors
qu'	Cs	que
on	Pp	on
s'	Pp	se
évertue	Vvc	évertuer
;	Fw	;
Qui	Vvc	qui
tremble	Nc	tremble|tremblé
,	Fw	,
est	Vuc	être
le	Da	le
premier	Nc	premier
le	Da	le
